Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Total SF,Total Bathrooms,Overall Qual x Total SF,Total SF x Garage Area,Overall Qual^2,Year Remod/Add x Total SF,Total SF^2,Overall Qual x Garage Area,Overall Qual x Total Bathrooms,Total SF x Total Bathrooms,Overall Qual x Year Remod/Add,Total Bathrooms x Garage Area
809,906226080,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,Y,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,120,0,0,0,0,0,,,,0,6,2009,WD ,153337,2310.0,3.0,11550.0,1219680.0,25,4571490.0,5336100.0,2640.0,15.0,6930.0,9895,1584.0
767,904351200,70,RH,54.0,6629,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,N,SBrkr,697,672,0,1369,1.0,0.0,2,0,3,1,TA,6,Typ,0,,Detchd,1930.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,,,,0,7,2009,WD ,103600,2041.0,3.0,12246.0,612300.0,36,3979950.0,4165681.0,1800.0,18.0,6123.0,11700,900.0
262,907200340,20,RL,75.0,10650,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1976.0,Unf,1.0,308.0,TA,TA,Y,365,0,0,0,0,0,,MnPrv,,0,2,2010,WD ,128200,1788.0,2.0,8940.0,550704.0,25,3533088.0,3196944.0,1540.0,10.0,3576.0,9880,616.0
101,533221090,160,FV,,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,Gd,5,Typ,0,,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2010,WD ,177500,2329.0,2.5,13974.0,1024760.0,36,4658000.0,5424241.0,2640.0,15.0,5822.5,12000,1100.0
48,528176070,60,RL,105.0,13650,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,0,0,,,,0,6,2010,WD ,320000,3921.0,3.5,31368.0,2964276.0,64,7849842.0,15374241.0,6048.0,28.0,13723.5,16016,2646.0
489,528290180,60,RL,42.0,8433,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,1514,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,394.0,TA,TA,Y,0,72,0,0,0,0,,,,0,6,2009,WD ,190000,2308.0,3.5,13848.0,909352.0,36,4616000.0,5326864.0,2364.0,21.0,8078.0,12000,1379.0
2369,527451200,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,201,0,0,0,0,0,,,,0,4,2006,WD ,91500,1890.0,1.5,11340.0,0.0,36,3725190.0,3572100.0,0.0,9.0,2835.0,11826,0.0
707,902202150,190,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,Gd,7,Typ,0,,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2009,WD ,93000,2198.0,2.0,10990.0,562688.0,25,4294892.0,4831204.0,1280.0,10.0,4396.0,9770,512.0
1556,911102170,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD ,40000,1966.0,1.0,7864.0,491500.0,16,3833700.0,3865156.0,1000.0,4.0,1966.0,7800,250.0
2034,903454010,70,RM,60.0,6882,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,TA,Y,SBrkr,773,582,0,1355,0.0,0.0,1,1,3,1,Gd,7,Typ,0,,,,,0.0,0.0,,,Y,136,0,115,0,0,0,,,,0,3,2007,WD ,127000,2039.0,1.5,12234.0,0.0,36,4090234.0,4157521.0,0.0,9.0,3058.5,12036,0.0
308,911204100,30,C (all),66.0,8712,Grvl,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0,952,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,0,,,,0,6,2010,WD ,50138,1708.0,1.0,6832.0,563640.0,16,3330600.0,2917264.0,1320.0,4.0,1708.0,7800,330.0
2176,908152070,20,RL,,7917,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,TA,Y,SBrkr,1113,0,0,1113,1.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,0,0,,GdPrv,,0,5,2007,WD ,148000,2256.0,2.5,13536.0,1137024.0,36,4457856.0,5089536.0,3024.0,15.0,5640.0,11856,1260.0
1549,910203020,30,RM,71.0,6900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,Y,SBrkr,778,0,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,,,,0,2,2008,WD ,120500,1518.0,1.0,7590.0,1402632.0,25,2967690.0,2304324.0,4620.0,5.0,1518.0,9775,924.0
909,909178160,50,RL,60.0,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944,545,0,1489,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,0,,GdWo,,0,7,2009,WD ,139500,2267.0,2.0,13602.0,544080.0,36,4420650.0,5139289.0,1440.0,12.0,4534.0,11700,480.0
892,908154040,20,RL,86.0,13286,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,,,,0,2,2009,WD ,320000,3396.0,3.0,30564.0,2608128.0,81,6819168.0,11532816.0,6912.0,27.0,10188.0,18072,2304.0
2045,904100100,70,RL,107.0,12888,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,288.0,Unf,0.0,717.0,1005.0,GasA,TA,Y,SBrkr,1262,1005,0,2267,1.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Attchd,1937.0,Fin,2.0,498.0,TA,TA,Y,521,0,0,0,0,0,,,,0,4,2007,WD ,219000,3272.0,2.5,22904.0,1629456.0,49,6478560.0,10705984.0,3486.0,17.5,8180.0,13860,1245.0
2927,923276100,20,RL,,8885,Pave,,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,324.0,239.0,864.0,GasA,TA,Y,SBrkr,902,0,0,902,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,164,0,0,0,0,0,,MnPrv,,0,6,2006,WD ,131000,1766.0,2.0,8830.0,854744.0,25,3501978.0,3118756.0,2420.0,10.0,3532.0,9915,968.0
1732,528221030,60,RL,62.0,8857,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,738,757,0,1495,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,100,30,0,0,0,0,,,,0,3,2007,New,171925,2233.0,2.5,13398.0,982520.0,36,4479398.0,4986289.0,2640.0,15.0,5582.5,12036,1100.0
998,527107090,20,RL,53.0,14137,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,898.0,1348.0,GasA,Gd,Y,SBrkr,1384,0,0,1384,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,1996.0,Unf,2.0,404.0,TA,TA,Y,0,39,0,0,0,0,,,,0,11,2008,WD ,177900,2732.0,3.0,13660.0,1103728.0,25,5455804.0,7463824.0,2020.0,15.0,8196.0,9985,1212.0
2203,909252170,70,RL,53.0,6720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,TA,N,SBrkr,851,585,0,1436,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1992.0,Unf,1.0,228.0,TA,TA,Y,184,0,0,0,0,0,,,,0,4,2007,CWD,141500,2021.0,1.0,12126.0,460788.0,36,3940950.0,4084441.0,1368.0,6.0,2021.0,11700,228.0
356,527162120,60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0.0,476.0,952.0,GasA,Gd,Y,SBrkr,952,684,0,1636,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,440.0,TA,TA,Y,0,84,0,0,0,0,,,,0,10,2009,WD ,191000,2588.0,3.5,15528.0,1138720.0,36,5173412.0,6697744.0,2640.0,21.0,9058.0,11994,1540.0
2475,531375100,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2006,New,158000,2316.0,2.5,13896.0,1334016.0,36,4641264.0,5363856.0,3456.0,15.0,5790.0,12024,1440.0
2264,916386170,20,RL,67.0,10656,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1638.0,1638.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,Y,192,80,0,0,0,0,,,,0,11,2007,New,248900,3284.0,2.0,26272.0,2857080.0,64,6590988.0,10784656.0,6960.0,16.0,6568.0,16056,1740.0
2201,909252010,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0.0,162.0,731.0,GasA,Ex,Y,SBrkr,981,787,0,1768,1.0,0.0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,264,0,0,0,,MnPrv,,0,6,2007,WD ,175000,2499.0,2.5,12495.0,599760.0,25,4873050.0,6245001.0,1200.0,12.5,6247.5,9750,600.0
2545,534400120,190,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,252.0,34.0,1187.0,GasA,Ex,Y,SBrkr,1565,0,0,1565,1.0,0.0,2,0,3,1,Gd,7,Min1,2,TA,Attchd,1965.0,RFn,1.0,299.0,TA,TA,Y,200,25,211,0,0,0,,MnPrv,Shed,460,6,2006,WD ,185900,2752.0,3.0,16512.0,822848.0,36,5504000.0,7573504.0,1794.0,18.0,8256.0,12000,897.0
2660,902325050,75,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390.0,Unf,0.0,490.0,880.0,GasW,Fa,N,SBrkr,880,888,0,1768,0.0,0.0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2.0,320.0,TA,TA,N,0,341,0,0,0,0,,,,0,10,2006,WD ,163000,2648.0,1.5,18536.0,847360.0,49,5216560.0,7011904.0,2240.0,10.5,3972.0,13790,480.0
2882,911175440,190,C (all),50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,1060,336,0,1396,0.0,0.0,2,0,4,2,TA,8,Min2,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,10,2006,WD ,115000,2056.0,2.0,10280.0,0.0,25,4011256.0,4227136.0,0.0,10.0,4112.0,9755,0.0
1379,905103030,80,RL,80.0,13014,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,,,,0,12,2008,WD ,157500,2104.0,2.0,12624.0,1018336.0,36,4161712.0,4426816.0,2904.0,12.0,4208.0,11868,968.0
491,528292030,60,RL,,15896,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,Unf,0.0,264.0,1177.0,GasA,Ex,Y,SBrkr,1223,1089,0,2312,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,Fin,3.0,658.0,TA,TA,Y,298,0,0,0,0,0,,,,0,5,2009,WD ,245000,3489.0,3.5,24423.0,2295762.0,49,6974511.0,12173121.0,4606.0,24.5,12211.5,13993,2303.0
1002,527140090,120,RL,41.0,5395,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604.0,1337.0,GasA,Gd,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2.0,462.0,TA,TA,Y,96,0,70,168,0,0,,,,0,10,2008,WD ,180000,2674.0,3.0,21392.0,1235388.0,64,5329282.0,7150276.0,3696.0,24.0,8022.0,15944,1386.0
1848,533223050,160,FV,,5105,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,0.0,312.0,551.0,GasA,Ex,Y,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004.0,Unf,2.0,480.0,TA,TA,Y,0,60,0,0,0,0,,,,0,3,2007,WD ,148800,1653.0,2.5,11571.0,793440.0,49,3312612.0,2732409.0,3360.0,17.5,4132.5,14028,1200.0
1455,907251090,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,0.0,324.0,1128.0,GasA,Ex,Y,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,0,211,0,0,0,0,,,,0,3,2008,WD ,237000,3159.0,3.5,25272.0,1822743.0,64,6324318.0,9979281.0,4616.0,28.0,11056.5,16016,2019.5
908,909175080,30,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0.0,0.0,290.0,GasA,TA,N,FuseF,438,0,0,438,0.0,0.0,1,0,1,1,Fa,3,Typ,0,,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0,0,0,0,0,0,,,,0,1,2009,WD ,60000,728.0,1.0,1456.0,179088.0,4,1419600.0,529984.0,492.0,2.0,728.0,3900,246.0
1490,908103260,85,RL,64.0,12102,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033,0,0,1033,0.0,1.0,1,0,3,1,TA,6,Typ,0,,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,224,0,0,0,0,0,,,,0,4,2008,WD ,165000,1489.0,1.5,7445.0,750456.0,25,2942264.0,2217121.0,2520.0,7.5,2233.5,9880,756.0
1465,907262060,60,RL,41.0,10905,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,57,0,0,0,0,,,,0,8,2008,WD ,240000,3456.0,2.5,24192.0,2059776.0,49,6922368.0,11943936.0,4172.0,17.5,8640.0,14021,1490.0
1627,527163080,20,RL,,9556,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,1168.0,GasA,Gd,Y,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1992.0,RFn,2.0,420.0,TA,TA,Y,0,21,0,0,0,0,,,,0,8,2007,WD ,160000,2355.0,2.0,16485.0,989100.0,49,4693515.0,5546025.0,2940.0,14.0,4710.0,13951,840.0
2849,909201180,190,RH,58.0,6430,Pave,,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,780.0,Unf,0.0,0.0,780.0,GasA,TA,N,FuseF,816,524,0,1340,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1945.0,Unf,1.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,128000,2120.0,2.0,12720.0,932800.0,36,4134000.0,4494400.0,2640.0,12.0,4240.0,11700,880.0
1501,908201100,90,RL,65.0,6040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,FuseP,1152,0,0,1152,0.0,0.0,2,0,2,2,Fa,6,Typ,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,,,0,6,2008,WD ,82000,1152.0,2.0,4608.0,0.0,16,2252160.0,1327104.0,0.0,8.0,2304.0,7820,0.0
626,535125070,20,RL,80.0,14695,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,0.0,175.0,1562.0,GasA,Gd,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Gd,Attchd,1966.0,Unf,2.0,542.0,TA,TA,Y,0,110,0,0,342,0,,GdWo,,0,7,2009,WD ,256000,3129.0,3.0,18774.0,1695918.0,36,6283032.0,9790641.0,3252.0,18.0,9387.0,12048,1626.0
722,902401130,70,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,0.0,26.0,650.0,GasA,Ex,Y,SBrkr,832,650,0,1482,0.0,1.0,1,0,3,1,TA,7,Typ,0,,Detchd,1930.0,Unf,2.0,324.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD ,143000,2132.0,1.5,14924.0,690768.0,49,4238416.0,4545424.0,2268.0,10.5,3198.0,13916,486.0
